Freq [GHz],S12 Mag,S13 Mag,S14 Mag,S23 Mag,S24 Mag,S34 Mag,S12 Phase,S13 Phase,S14 Phase,S23 Phase,S24 Phase,S34 Phase,S11 Mag,S22 Mag,S33 Mag,S44 Mag,S11 Phase,S22 Phase,S33 Phase,S44 Phase,Size
0.08211473565804273,0.3743629855583276,0.0,0.8068103093267291,0.5556917688763576,0.4261510287521846,0.6602205987039806,0.483592942308184,0.6393377515401125,0.8212764641281317,0.8583045938740019,0.973854131020195,0.07438382697924278,0.9212085107399136,0.863030351517988,0.8909017831544881,0.9197463840861839,0.30890679978011115,0.4284321702433155,0.25723894023692406,0.2860395939480762,1.0
0.10911136107986497,0.2235387175670751,0.11435233331926509,0.0,0.34065499582095926,0.26016306826962055,0.7957727476257327,0.237956819109162,0.6945760235621217,0.8072164214880337,0.7400797832708739,0.9412656465617151,0.03011135399933218,0.7907763270539784,0.6476297635235368,0.795713871231932,0.8787683516712425,0.2283490530063677,0.4065228822450608,0.24371185745621055,0.23306499822554255,1.0
0.11023622047244092,0.23301920200082293,0.15999660287992468,0.062142102043155845,0.3053193611019869,0.33707326945838667,0.7974212333764085,0.242206933835092,0.6775600707622602,0.7759861056083783,0.71015016539193,0.9441785395296036,0.0312033496738906,0.7792577481147083,0.6534148247839806,0.8012980206154987,0.8782939584497471,0.2291702487136773,0.412510223596614,0.2389985681404272,0.2288420651301903,1.0
0.11136107986501687,0.24022850834279674,0.20075692457133343,0.08049625562742779,0.24299791468855192,0.38593942670281267,0.8032515780300999,0.24116700645073846,0.6629150093106083,0.7533604661565765,0.6826554116681192,0.9384612936930767,0.032846936801030235,0.7739771829087165,0.6595656168910907,0.8044481535875703,0.8772410124870049,0.22534449473796808,0.41307625602284176,0.23385765984634305,0.22641316688157204,1.0
0.11248593925759282,0.2469044980009678,0.23801374939215547,0.10391103062187668,0.15927167592486713,0.4328502878097862,0.8145047223427745,0.23948577709434782,0.6471631459824113,0.7221845541152416,0.6506615176038189,0.9350236514818657,0.03475734771428962,0.7685656912642058,0.6572903687843117,0.8036350023453978,0.8731663932484797,0.22257106321897652,0.41097263021515384,0.22742221260965673,0.22218323228536901,1.0
0.11361079865016871,0.2554104482649915,0.26452488631372284,0.13652150300092103,0.11338194556319658,0.4670281091121258,0.8296606543004389,0.23388499062901952,0.6363210672229758,0.6900966938050253,0.6242733766495784,0.9297555862508476,0.03423909667498087,0.7696786930954002,0.6594876610466271,0.800788499637805,0.8687595553624532,0.21675360159125834,0.4094686023961845,0.22036498508895347,0.2179309786811664,1.0
0.11473565804274466,0.26333649947499493,0.30463674573371957,0.13554055773117035,0.07279327805306446,0.5193596223755448,0.8435513818678427,0.2236916127739515,0.6181351041389918,0.6506948543306749,0.5904694948160061,0.9261765852769279,0.031788835431936946,0.7660046239614835,0.6648722978916669,0.7934910237234183,0.8636052558073217,0.21005514726853564,0.40525681903359434,0.21498310069974852,0.2134172398168132,1.0
0.11586051743532061,0.2612562686069685,0.32932778477639113,0.1630722319010971,0.07064428082372398,0.5694381688135657,0.8558812647990716,0.20900707346665326,0.6019561115287075,0.6132806592838976,0.549430241801576,0.9169428526361931,0.02794312631068485,0.7615293334978828,0.6721430131150448,0.7859428787969605,0.8599229720251014,0.2056245795653756,0.39901904953786693,0.20941040047832282,0.2068996326823455,1.0
0.1169853768278965,0.24999618558687264,0.3531721572919584,0.19717258352678213,0.09304427105930824,0.6098274414774791,0.8711523390577941,0.19567741035952346,0.585181059141237,0.553221941141917,0.5008200199244449,0.9045915045049333,0.024249207587285937,0.7588321428159781,0.6756189885867954,0.7743546320141469,0.852574079747846,0.19817479661225618,0.3917174461779421,0.2043599242559404,0.20459343068346758,1.0
0.1181102362204724,0.23325921090601753,0.3802619925226385,0.1850137131143561,0.0837990988365429,0.6445521176477922,0.8881802348456503,0.18313917597155122,0.5667828626932174,0.49181592013468367,0.4465473441572381,0.8896245789934734,0.01698563460140362,0.7525247034131848,0.6799654543925593,0.7593257379818665,0.8467955164432119,0.19002859605485883,0.3832230292178088,0.19956784650709752,0.20430877652110846,1.0
0.11923509561304835,0.2136973477409171,0.39355204879534056,0.2032114388507904,0.1495251363450607,0.6672349182700381,0.8996169613985332,0.17451128135585053,0.547605589299581,0.4317441684271728,0.3911762836227689,0.8750241893419005,0.010773971917256653,0.7445994438237982,0.6840197614372789,0.7419058331213574,0.8420094980034241,0.18614692167178604,0.37388185754517145,0.1958106059354905,0.19947999103228553,1.0
0.1203599550056243,0.18336793581783561,0.39576136484032043,0.18761774477309157,0.1674094348399251,0.6832451570959266,0.911009611646694,0.1640856324246907,0.5299001782507959,0.37599478880770615,0.3415407151059733,0.8603863335146555,0.0014742600571245879,0.7356891927642302,0.6848763531735116,0.7206968688338449,0.8367833988786793,0.1779932284275545,0.3645636747860644,0.19321559694766727,0.19647744922923904,1.0
0.12148481439820019,0.15102493204623446,0.40533190303855426,0.20480968802516974,0.21621190347124086,0.6945006135724492,0.9190570144662524,0.16586749366668113,0.5143912874952646,0.3284957483752772,0.29245558071969996,0.8453891779828486,0.9937675630185727,0.7257407621746519,0.6899335138608453,0.7002311024184051,0.8339889067752135,0.17209387276837218,0.35555303989534337,0.19051910037521025,0.19243528325945536,1.0
0.12260967379077614,0.1281133912859882,0.4106393133989916,0.2242196386866424,0.2381654746209554,0.6931671740232104,0.9249478266345368,0.16646977093965332,0.49604230662483373,0.2802947041524157,0.2529752998380306,0.8300423732771506,0.9828314735366155,0.7162546383953008,0.7003386540599759,0.684642272310714,0.8318393823886099,0.16650595072174834,0.3418712055765176,0.1878354505854143,0.1882042325986677,1.0
0.12373453318335209,0.09200715745608923,0.4068061623226087,0.2592812599554215,0.3028423913790923,0.6936462543304707,0.9227497838200145,0.17247374973787766,0.481063076876542,0.2420156213522906,0.22323600458682918,0.8156880711817744,0.9728137331351118,0.7093637776075298,0.687430483405508,0.660727673332986,0.8227850113781106,0.16300364111632537,0.3356368810732797,0.18769615748876572,0.18569157451729168,1.0
0.12485939257592804,0.06663636769871872,0.40645005437192827,0.2984984232227035,0.35663367544933955,0.6761584443536561,0.9223916783556606,0.1842808648320824,0.46729162345462516,0.20696231411278332,0.19549804089314793,0.8026523735311633,0.9637544617007701,0.6934969422421313,0.6781226910460274,0.6423783086150008,0.8220640929769225,0.15792425719034497,0.32682100160999905,0.18683096778624997,0.18114693981691365,1.0
0.12598425196850394,0.033413788817416634,0.40674446885057725,0.3158590759277009,0.3981271026490365,0.6520064188233492,0.9154980966342116,0.20136108517096807,0.4514395293446493,0.169804989449941,0.16869642751918107,0.794443980845714,0.9548448012794231,0.6809910627467978,0.6690686542443278,0.6226316748112073,0.8163288703048697,0.15362126554637623,0.3223458480114545,0.186228981253989,0.17783202132646614,1.0
0.12710911136107983,0.02429508429111782,0.39559665848293335,0.32693991567599934,0.44222949483445095,0.6339667692477231,0.9092388571485566,0.23173183913428713,0.4336133153781072,0.145133364632565,0.14936114624634228,0.7925911121375715,0.9474525232315989,0.6686021992368445,0.6630748151226001,0.608923359422434,0.8109519196142663,0.15259656553838385,0.31671448574632366,0.18535644775953608,0.17510055364797517,1.0
0.12823397075365578,0.025003373582363597,0.3790904681806462,0.34089866974520233,0.48913992138878637,0.6380675929038968,0.901535160923336,0.2504310158976555,0.4179329837388589,0.12712763523484838,0.13344977301352745,0.7884906085985277,0.9425687923074216,0.6450453036381161,0.6524304123599467,0.5966088734538768,0.7987680695763888,0.15065824617020807,0.3118364900816605,0.18503465155550058,0.17100546394486915,1.0
0.12935883014623173,0.026944111823977268,0.35811596998737794,0.38591394030549053,0.5587209610386643,0.6382455910847251,0.8949437343991263,0.2787555841148447,0.4062876917629234,0.10628687393925335,0.11602533924275754,0.7810059265260887,0.9380225275776068,0.6288952916042965,0.6376584413207029,0.5860835641064177,0.7872475766129565,0.1525837261535571,0.3068999210380631,0.18532244375325263,0.16988263638509127,1.0
0.13048368953880762,0.04892177976516365,0.3318703245039756,0.40413705302185243,0.6169800623810411,0.6315762805968665,0.8873380563139119,0.30583854150834705,0.39266448511976526,0.08294007378656881,0.09750884834979151,0.7752376997279388,0.9336945985216887,0.6148700040560879,0.6179673491855295,0.58430800835626,0.7757831976627074,0.15168659136673257,0.3002554090312791,0.1864263392389089,0.1652373641020226,1.0
0.13160854893138357,0.0850672497164433,0.28146884495553937,0.41435162128674174,0.6629921225686428,0.6241143820753459,0.8787265052230667,0.32559287107441204,0.3817523712845392,0.06547974757225,0.0803802239842813,0.7731443649792723,0.9311125933247633,0.5964837475716065,0.5925040486807615,0.5881742583908807,0.764033556251638,0.1545391435874266,0.29825487482488267,0.1873929862647481,0.16226762760245272,1.0
0.13273340832395952,0.11946882557274974,0.2440943656087493,0.42764476001856067,0.70703473001524,0.6284778030812521,0.873005994051005,0.339757070117214,0.3848429270653425,0.05043839908044284,0.062159473111385255,0.7684663688723306,0.9289766038317585,0.5847747909225397,0.5706978117764145,0.5957600987853926,0.7538180743632152,0.15798591982334342,0.29464744646078567,0.18609707334446618,0.1551303386935431,1.0
0.13385826771653542,0.16113198576887044,0.22033202170594568,0.46214844969563096,0.7555887663624694,0.6330856640357587,0.8691144171491211,0.34318746066778516,0.39269181794513297,0.030322605971257632,0.04480180015388158,0.768047251826598,0.9287339745576246,0.5763978849973295,0.5516388093205512,0.6055703018921589,0.7403904030002242,0.15258165241820465,0.2933642675248035,0.18628835936893234,0.15147365149120917,1.0
0.13498312710911137,0.1945533762009477,0.2193081421810188,0.4610095859470398,0.7852478099497371,0.6515963180092961,0.8649965931984652,0.34582669438618263,0.3950691931718304,0.0054426554289372375,0.025534949676001784,0.7639289122744148,0.9275680309352853,0.572447533255404,0.5338343863130693,0.6166573941217479,0.726457457366836,0.15356575487650792,0.2917335422988462,0.18717820176189054,0.14662214356206982,1.0
0.13610798650168726,0.23176659208025918,0.2133555117158321,0.42223715940653594,0.7893546673945315,0.6793373990609208,0.8673644979281573,0.34469587347833985,0.3989771271332593,0.9974507765203737,0.007339809461776592,0.7541187920349537,0.9294173236026388,0.5688754135372185,0.5201416145978413,0.6280060838048964,0.714476105136575,0.14972524709956325,0.289599569078133,0.18627256496336075,0.14023311859438603,1.0
0.1372328458942632,0.2670422445998496,0.20810408486200904,0.4255783203910377,0.7992131505797304,0.6777998991098275,0.8675897438261522,0.33762390937908243,0.40704225915982384,0.9908387954530271,0.9995463579582297,0.7409838270868935,0.9273751473034884,0.560684030302498,0.5084662985736821,0.6396581638097084,0.7021947722779185,0.14140627670820116,0.28575616214509836,0.1871581981793511,0.1374843886642546,1.0
0.1383577052868391,0.2977815938993519,0.23073351554426402,0.41650928624355754,0.8361940925417723,0.6743611197979433,0.8690510542283199,0.32518042295703653,0.41117292534470984,0.981915415293976,0.9878545146223916,0.7324035026817299,0.9262575172755809,0.5475624922686041,0.49143343272856743,0.6475198136514384,0.6924790771134657,0.137851228799292,0.2805775632159938,0.18738502125949824,0.13123333226038636,1.0
0.13948256467941506,0.32590719640878696,0.24124067018706308,0.4128112420846879,0.8745875473748526,0.6684377678566,0.8734562969578508,0.3098805331091793,0.41054346188443186,0.9766636314980309,0.9741778744983791,0.7237121407389829,0.9268755448957936,0.5324077392946752,0.47419909964083584,0.6523761007214512,0.6778829407933954,0.13279158982516104,0.2767950896660587,0.1897200884469583,0.12921914380337884,1.0
0.140607424071991,0.34853401426636044,0.25606530511197456,0.43326549100447265,0.9033345793829866,0.6639088862999409,0.8795682167043661,0.29343018099735024,0.4170474294510766,0.9694221646705112,0.9554823893220294,0.7157312121572317,0.9250145269708974,0.5197315110872881,0.4590106798237207,0.6542339130350545,0.663464000941689,0.13210437857984847,0.27072223741944457,0.19068844694973197,0.12277049877496238,1.0
0.14173228346456695,0.362468457755571,0.2961716451648406,0.4311098488795948,0.9025973001943419,0.6578349074462249,0.8863481254754,0.27106959804497616,0.41828791854220004,0.9565483181621649,0.9393895777194927,0.7050395764328525,0.9242307444678057,0.509588227252582,0.4458904183618464,0.6585758150146541,0.6484349156021746,0.12957107081474495,0.2678682858234315,0.19238801149090468,0.11995511573223205,1.0
0.14285714285714285,0.3665655664337353,0.31443779010665174,0.41778321310475075,0.9157461991580949,0.6310696457545109,0.8937352833421985,0.2538581191461422,0.40858997072109116,0.9497599086203472,0.9257755018587226,0.6977445917671613,0.9215577709675294,0.5021788562301097,0.42545969972418685,0.6601045871196414,0.6322610135564076,0.1280580336176872,0.26411798168225253,0.19422130447344527,0.11743234642183065,1.0
0.1439820022497188,0.3684662113593661,0.33670380823374324,0.407141122383599,0.9366956137097322,0.6217820735808353,0.898654703777462,0.23561098933263175,0.41026349736730944,0.9446215187878909,0.909139125287303,0.696779185173555,0.9177456970192643,0.5008336275658143,0.4140394030288592,0.6579561505464864,0.6240058900665041,0.12698281186262472,0.26432792676029515,0.19329668641079178,0.11362852529604861,1.0
0.1451068616422947,0.36470147878615566,0.37183781270731764,0.3900365707405451,0.9271054035735644,0.6211248678411594,0.9094812034527819,0.21690487292150235,0.4081804149291751,0.9468769373481771,0.8918801024647599,0.6906078522155804,0.9154242755536504,0.5028993022940921,0.40502927599471117,0.6520492595535994,0.609142525509315,0.12310306183081543,0.2652570330209407,0.19337482539616513,0.11259315029987049,1.0
0.14623172103487064,0.3548849305768812,0.4065276293713298,0.4000544717317662,0.9127313711172356,0.610950604171723,0.916935626544501,0.2016636978275302,0.4011155834244782,0.9476667061919126,0.8739245830276479,0.682990640371027,0.9095284324559665,0.5106234173056974,0.406016122407861,0.6446535907064621,0.6030274584223232,0.11985103626493754,0.26913706766486833,0.19388505620988422,0.11338931150703424,1.0
0.14735658042744654,0.3431807120241043,0.4357798859843147,0.4143178654617439,0.882063595970926,0.5889633990838066,0.9245150678126816,0.18810624701321188,0.3926151370453602,0.947229848721667,0.8594601905532708,0.6766197893345283,0.9062792234756,0.510574923659598,0.4035014789143737,0.6342238784919914,0.5939534830335971,0.11697921012493262,0.27176016185914675,0.19277925169232452,0.1129565088006691,1.0
0.1484814398200225,0.32767164730567644,0.46436349187598336,0.4147020436939801,0.8476233132621083,0.5568654702709479,0.9310929671155617,0.17770071170876495,0.383581524132414,0.9473066727383992,0.8467521091589427,0.6739182633985633,0.8973863031236733,0.5118798707800618,0.40206864209965765,0.6229304998945281,0.5855866547288489,0.11307195337040332,0.27724225862545937,0.19148946611640372,0.1111270769599082,1.0
0.14960629921259844,0.31188533464484025,0.49535989195284524,0.43135895228963683,0.8083494994685738,0.5357950081457519,0.9319552878200896,0.17033570278538274,0.37022684613093754,0.9544979668314757,0.8364155026415214,0.6772986070651945,0.8919283978107058,0.515526025202673,0.4096333525384944,0.6119654737030752,0.5753532251903578,0.11077364176990157,0.2815943103719142,0.1869333814811715,0.10839056196031438,1.0
0.15073115860517433,0.2962778406534803,0.5129829013962952,0.4724368744526892,0.7748797552211988,0.5284081624886503,0.9376738648899232,0.1659936041795677,0.35382514255827446,0.9582541983898398,0.8285349707743939,0.6836926078039225,0.8859209498895946,0.50799341071862,0.411324998892574,0.5965654539441558,0.5526769921783129,0.10355576156866453,0.28683845066546343,0.18188942828405624,0.10902041752493785,1.0
0.15185601799775028,0.28394010739034836,0.5193949540623479,0.5191363771325195,0.7426377792165062,0.5409289436013671,0.9374876144468787,0.1628902868181179,0.3408648768191418,0.9552479890094788,0.8218555756779882,0.6873624035389574,0.8776311777765549,0.5046671700182864,0.4219365478487618,0.5829853483343235,0.5328518637962544,0.0966734405404659,0.2898703847855697,0.17561682392389533,0.10938314951271644,1.0
0.15298087739032623,0.27355939877240687,0.5366800811420414,0.5758729464775154,0.7442170780492154,0.558140416101317,0.9355842245206157,0.1621883830881201,0.32994955814733784,0.9499197557493289,0.8183354392969115,0.6893972041148718,0.8714877342918919,0.4957155843417783,0.4302994824610138,0.5728412851299918,0.5211947268320908,0.09278734075159967,0.29225258749304106,0.16840796574179873,0.111159750770772,1.0
0.15410573678290213,0.2663012646629054,0.544718498507853,0.6174638365717413,0.745461435563382,0.5836048408310905,0.9312972467017231,0.16290202280953175,0.3143416472714101,0.9367492583364555,0.8055049401356358,0.6888533975899019,0.8643004458994978,0.4812471518937034,0.44244913094573823,0.567782958428949,0.5048043608058272,0.08304325861486972,0.291865905203326,0.16272660686165785,0.11025302867574938,1.0
0.15523059617547802,0.2626687293053469,0.5453564698903397,0.6519503892615999,0.7321105850191358,0.6055962257378913,0.9260285890133132,0.16147080983804613,0.3031001008654736,0.9221511885742053,0.7924791723808147,0.6840730285387308,0.8587026661076029,0.4629249868822325,0.44484334799950465,0.5643996056083839,0.4938162004028326,0.07757842351815081,0.28698279023082907,0.1523423822882492,0.10937642560070404,1.0
0.15635545556805397,0.2557235626165758,0.5563212889388138,0.66777380796083,0.7065070488999283,0.6312443847116702,0.9213125903086468,0.16113512756846154,0.2916402274481252,0.9065286216393031,0.7798546084623774,0.6801256418734939,0.8560385902313088,0.4434366114725786,0.44483044616933376,0.5684975001012648,0.4842075605551647,0.06882018526923717,0.2830819348371346,0.1443205728477453,0.10678642311979769,1.0
0.15748031496062992,0.2524706577959144,0.5629154148589919,0.683104982363985,0.6743252081842268,0.6523551320104253,0.9130424308664851,0.16109613519476784,0.27638398389520846,0.8936950557154558,0.7655878047219712,0.6708198100291741,0.8520589505345338,0.41738889006012636,0.4463057314421096,0.5748679428434303,0.4711116320746641,0.06373444580592058,0.2796194693918769,0.13544690837964368,0.10728900441239553,1.0
0.1586051743532058,0.25545193830567214,0.555473465350385,0.6965770863944694,0.6298984043076978,0.6635276186254491,0.9078582001119911,0.15937761426788077,0.2628239549491814,0.8770762075261584,0.7481973580741934,0.6627495190000521,0.8522663865007588,0.39941191252553865,0.4500812075909887,0.5838900439347823,0.4606775689214573,0.0600547646622257,0.269477369388187,0.12468163367282192,0.1040774960275801,1.0
0.15973003374578176,0.24984592322272603,0.5510597908116648,0.6975058156681673,0.5474217400695971,0.6816324611984859,0.9056166281199223,0.15548690450556096,0.2522192403428677,0.8591663125000861,0.7307760307814659,0.6547821675781708,0.8522600223072982,0.38054246553121696,0.4520469235622725,0.5892641852265816,0.4568049137498018,0.05249849054272249,0.260754495099887,0.11536825951974072,0.10277256640374799,1.0
0.1608548931383577,0.24111768450221915,0.5422233493976472,0.6748723292110814,0.4186392011717368,0.7005193628018389,0.9058069348902829,0.1545429713692123,0.2382838052600455,0.8421943081663851,0.7168069157539336,0.6440588844091384,0.8506179145454874,0.3647774038494038,0.4507416065899942,0.586115136414536,0.44927617111935847,0.04697403090330288,0.24978529614578227,0.10820196244311603,0.10043893599538889,1.0
0.16197975253093366,0.23596490614291032,0.5293830551859611,0.6510012601230091,0.24752792181112193,0.7198659750725149,0.9049387639862851,0.15449502141329058,0.23111573635138444,0.8337527169885428,0.7159805648405579,0.6297707506694182,0.8511930135724004,0.34300967580739294,0.4507964526420575,0.584018968321656,0.44991251761025486,0.03892380604052148,0.23630092635510114,0.10225487214589268,0.09928334838530506,1.0
0.16310461192350956,0.2353345968760654,0.5278128805574511,0.6313119894505386,0.11571465264176783,0.7131672353718705,0.9058556161820656,0.15456962168588784,0.22373562437228667,0.8212436946893962,0.7218658118047194,0.6102306551277425,0.8501844415771849,0.3290928877835596,0.4454424501161782,0.5765441999159973,0.44824658287880914,0.03178347900153766,0.2213379384180295,0.09808758453950228,0.09741847399686077,1.0
0.16872890888638914,0.19684022975780757,0.5112451853856255,0.48754273465196474,0.03145302909463643,0.569267691871292,0.9499388983083055,0.15729966610629798,0.17427027633288877,0.8364896342657844,0.8962102170279702,0.5473094471058153,0.8399812513894536,0.23805939165737044,0.4242029113057897,0.5017036844438475,0.4503399478855663,0.0013591158297746597,0.1484612645289921,0.08940241805854537,0.08762063796215858,1.0
0.16985376827896514,0.19292867594105045,0.5058731302734083,0.5241741777197539,0.22297885655030347,0.5133536299655674,0.9581589917824854,0.16208448299796197,0.16416874950079025,0.8506647859403698,0.9010356958670416,0.537616945925883,0.835375028247284,0.222428649232286,0.4208235692816408,0.47541607868177804,0.4539946190985098,0.0029550773930532293,0.1348347543416879,0.08416140492186791,0.08594054819524333,1.0
0.17097862767154104,0.189329305521987,0.5052218808762696,0.5763820057470346,0.3443405697521418,0.44838433901880337,0.9671614250102917,0.16913208654582568,0.15776369013789332,0.8571241725776724,0.8964321091924929,0.5334683718363324,0.8326409476346132,0.2095051057952214,0.40912958108262176,0.437046965652096,0.4479415864392935,0.0,0.12231570899651223,0.0819867989030732,0.08491086127621794,1.0
0.172103487064117,0.1859660197788704,0.49986813916589345,0.6246401452240402,0.4534738518893402,0.38077714519505124,0.9784255310235905,0.18152414846985704,0.1453083768424741,0.8525934043504833,0.8898148698505425,0.5339151144497283,0.826005909520338,0.18616934773220684,0.41069415118638397,0.413342544583404,0.4607399010273405,0.004195226046457168,0.11474275870741346,0.07353999248406118,0.08325011318319786,1.0
0.17322834645669288,0.18920783954818532,0.4887017399768956,0.6495301864803738,0.5305583664685809,0.31358407674512323,0.9873280625839433,0.18991638298497104,0.13615402604565752,0.8464322379983789,0.8814877225157083,0.5402883905685838,0.819541621895512,0.17069352867575205,0.40877887087583153,0.38082496367314966,0.4675742810035951,0.0031274730141549467,0.10637941573713527,0.062029345163373995,0.07998310349734539,1.0
0.1743532058492689,0.19800448780498914,0.47687578190421065,0.6832073804000411,0.6159181831039953,0.23774685911391424,0.994458155352697,0.20323090091145146,0.12234284904204884,0.8409884385375419,0.8756022909980885,0.5539132885417772,0.81144146322363,0.1619382666686373,0.4032980116056404,0.34197197282629577,0.45554102047084877,0.005993436566254173,0.1002027716508459,0.048967671228449805,0.07430201324184227,1.0
0.17547806524184473,0.21158551557254335,0.4547233813116338,0.7191880172508605,0.6797505335741545,0.1940151749478387,0.9970183955911209,0.2118149035146577,0.1154468119059654,0.8352031172259679,0.8633071874659184,0.5786387753755129,0.8029064649449196,0.1307646647439097,0.39257082530829435,0.31547929024908805,0.46234003108828736,0.009899113979931262,0.08631669261463903,0.04246021826027124,0.06990680294843576,1.0
0.17660292463442062,0.23140969556667246,0.43957068582209513,0.74740015217832,0.7329570343426761,0.19604122053239426,0.9999999999999999,0.22133166647130786,0.10911722964892612,0.82534075285979,0.853424415541135,0.6038779424659291,0.7935686764757606,0.1093268968005141,0.3856867570210003,0.29462903816133135,0.4520410811683898,0.012623583524051796,0.08094137615890529,0.028996070897168325,0.06473751523553306,1.0
0.17772778402699663,0.2572670868121367,0.43853842945258714,0.7715515746488437,0.7821884760962399,0.20545579709650896,0.9966331935384575,0.22289200646607965,0.10010252550524468,0.8197681963625394,0.8440161895487683,0.6243034884029263,0.7858158777931568,0.09306732404756324,0.37445775090347744,0.2742900078342111,0.44742094586898684,0.014944938207341885,0.0703826914924569,0.022348257692928197,0.05641358272155117,1.0
0.17885264341957252,0.28088014246967596,0.4180035087857237,0.8074000816397404,0.8359849828017039,0.22865521846198789,0.991791709990033,0.22061607776311498,0.08986899600298265,0.8100588394947665,0.8337209196063917,0.6436845898136894,0.7779639590171492,0.0714543057748549,0.36132202851746387,0.27390085070618797,0.44026269367140614,0.018370656765932192,0.06280109095370079,0.01197196301023018,0.05108555614096033,1.0
